,rating,comment
5277,1.0,ròn nước_chấm
2602,1.0,đựng cốt thơm bán_chạy
17385,1.0,giảm_giá thực_chẳng_có cũ đề đắt_giá uống phúc
20666,1.0,thưởng_thức nhật giá_cả thức_ăn_tươi hợp trí không_quán dễ_thương vắt êm
35842,1.0,thử bưởi ổn thử
1099,1.0,yêu thích thường_xuyên không_quán cổ_xưa tấp_nập chuỵên nóng lý_tưởng đựơc hút thoải_mái ghét thuốc_lá trừ điạ bởi_lẽ yogurt mát đào đào trái_cây mix lạ_miệng cưng không_nghĩ hợp thử mê thơm rát thơm bơ béo thơm giá_cả hợp_lý cộng
41392,1.0,tốt thử trộn ướt chảy trộn khô xíu bịch trộn ổn cảm_nhận ướt xìu không_tốt
38364,1.0,thèm kịp uống phát_hiện không_cho hút đổ cười vắng đông quên cười
42088,1.0,yogurt uống
16129,1.0,nóng hũ mát diện_tích hợp tại_chỗ hũ thạch đầy_đặn hũ mát thích ăn_ở nguyễn_đức mặn không_hợp ổn thân_thiện
31773,1.0,nan
12291,1.0,tí câu
5538,1.0,đắt
26604,1.0,nhiệt_tình mến hấp_dẫn thoáng mát yên_tĩnh
18695,1.0,bánh_giò bánh_giò xé nhân nóng_hổi thươnh không_mịn dày bình_thường xé khô hợp_lý mắc bánh_giò bánh_giò
27059,1.0,tình_cờ chờ ghé ấn_tượng mát không_bị kèm thơm mát nhẹ_nhàng thoải_mái thạch cười
1745,1.0,bàn mê không_mê mê_đồ
34421,1.0,bảo thử cót mù cổ đi_lại cho_dù đông phục_vụ giục kiểu sâu hút vỉa_hè vỉa_hè thoáng bụi_bặm cổ chật_chội đắt chất_lượng ngải_cứu không_chát
432,1.0,giảm_giá không_đông lẹ đem nguội bình_thường việt_hoá đặc_trưng hũ bọc chiên chân_vịt vô không_đặc sắc cắt không_thấy đặc_trưng xào đẹp landmark cực hỏi_thăm kiếm đẹp đẹp thưởng_thức không_đến nuôi
30153,1.0,đẹp không_quán thoáng mát hiếm uống ổn ghé
30298,1.0,lồi thiết cũ bàn_ghế cảm_giác không_sạch lâu_đời dễ_thương không_vẻ
14522,1.0,thánh uống đổi tương_tác đổi tệ hẳn giới_thiệu quns giới_thiệu tát nhét thất_vọng uống
28548,1.0,bánh_tráng lên_hơi thờ_ơ hoài không_thấy không_niềm nở vắng
44292,1.0,mát giá_cả bình_ổn không_tăng
24871,1.0,uống cũ cập_nhật bự khúc tắc trắng machiatovân cười
13305,1.0,chạy tấp thử rẻ chất_lượng chiên không_bị ngấm nhẹ túi vệ nhiệt_tình đậu đối_diện quẹo
3125,1.0,uống giá_cả
4737,1.0,cực thích không_đa dạng bù không_yên giá_cả
9380,1.0,đậm_đà kêu huyết quá_trời
30387,1.0,thử mò
33720,1.0,cười
27215,1.0,tuyệt_vời phục_vụ hợp cực chất thích chà ruột yêu thích cười
35816,1.0,băng_chuyền đồ_ăn tốt đông nóng phục_vụ nhiệt_tình thân_thiện thường_xuyên không_thấy
33911,1.0,thức_uống thử
43599,1.0,rẻ dễ_thương ổn
14750,1.0,nâu địa_chỉ thèm thử chạy nghiện đùa nhiệt_tình dễ_thương tóm phát_triển
32338,1.0,cổ vỉa_hè mưa bẩn nướng bơ tuyệt bình_thường rẻ
17882,1.0,nổi_tiếng nạ thơm tươi không_bị tặng không_rõ thơm cực_kì cốt mềm kẽ khô lắm_lắm không_quán thù nhỏ_xíu thích_hợp
20158,1.0,đào quánsỉn sỉnquán phát mất_công chuyên nhậu_nhẹt rôm rôm nhậu_nhẹt không_thuộc nhoi thả đúc_kết ốc hấp chấm nhạt chiên thơm bơ ếch giòn chiên ổn lươn xào ớt chiên trạch chiên thơm lá_lốt là_lạ xém thuốc_bắc đổi đậm_đà cắn mát cũ đổi chế_biến
35121,1.0,ghé đổi thoáng mát không_khí lành công_trình công ồn_ào máy_lạnh yên_tĩnh nóng uống béo đậm_đà nóng_hổi uống mát uống đông đáo
32988,1.0,đông cá_nục nóng hợp
6297,1.0,rẻ răm không_ăn bảo nước_mắm mặn hợp lộn bóc vỏ_quả hợp bình_thường không_tẩm ướp luộc chấm ốc chế đỗ_đen bát_tiết cút rẻ rẻ đồ_ăn
37700,1.0,lưu để_dành
18702,1.0,ghé uống đẹp uống đông thích
36124,1.0,đáo nhiệt thích_hợp nhật hội_họp giảm_giá chêcác chiên chiên mắm_cá tuỵet lạ_miệng đánh_gục hương_vị ủng_hộ
25083,1.0,bánh_tráng trân_châu đen mê bánh_tráng ruột thường_xuyên cười_cười tàu_hủ đen tàu_hủ mềm thơm béo đậm_đặc hài_lòng thử
11336,1.0,mệt_mỏi vắng nở nhẹn thủ thông_cảm là_hơi đỗ đẹp rộng không_rẻ háo_hức chụp sấp_bóng đâm thích_hợp văn_phòng chát không_rộng bình_thường ngại ngại
44350,1.0,tặng thử liền đọc mệt
2101,1.0,ghé đổi sạch_sẽ hoàng lành đào căng chả_giò nhân nhồi nhiêu lột thích thích sốt tươi miễn chê dĩa miến miến ngược_lại buồn bé_tí châm đông đợi mỏi
1291,1.0,nan
43143,1.0,né bitet nấu
20822,1.0,đa_dạng dễ_thương
15411,1.0,tiện tươi giá_cả
19593,1.0,thích rộng cực thân_thiện ổn nhạc_nhẹ_nhàng cực hát tắt thắp trí đọc
32174,1.0,dời nhà_hàng bánh_cuốn ăn_điểm_tâm
7638,1.0,ăn_ở kín chật tâng nóng nhắc đồ_ăn
2889,1.0,ấm thích ăn_ở sắc rủ không_vọng nghiện cực đông phục_vụ gọn lẹ hải_sản sủi_cảo đậu_nành căng rút nghiệm thủy mặc_dù
28608,1.0,sạch_sẽ tô tô đáo không_chê
38367,1.0,tiêu đông
27275,1.0,lê nổi_tiếng hút cần_thơ đông ưa_thích béo_ngậy đậu tùy thích không_sánh phục_vụ hút tức
8106,1.0,thích học sôi_động bật bạn_bè lăn_tăn giựt tập tuyệt_vời
8795,1.0,sống tứ nổi phở_xào sốt chiên cải_xào sốt loãng không_đỡ không_quán chật
20908,1.0,sạch_sẽ giàu cười phú hưng xịn gửi trông tâm kêu phở_tái kèm hổng giá_cả chấp_nhận xắt tạm ổn đổi
42026,1.0,ruột ghé uống phượt chế đào chế không_ngồi đợi đông rẻ tuyệt_vời heheehe thử đồ_uống chế mê
24822,1.0,app miến cháo_lòng phèo xé bắp_chuối răm hẹ cháo_lòng phèo mít bắp_chuối hẹ đồ_ăn mề phèo chụp mề xé huyết đầy_đủ
3225,1.0,thích bình_dân ghé không_thì cơm_tấm sate thái thích thích nhứt
5205,1.0,địa_phương sẵn_sàng đứng xếp_hàng
39356,1.0,trộn ghiền nghỉ toàn không_giờ trộn khô khô xoài bá cháy bình_thường
19451,1.0,thất_vọng thực_kỳ trông lạ kỳ_vọng thưởng_thức lạ nguội_lạnh phục_vụ chậm không_thực thân_thiện đơn_giản bắt_mắt
17821,1.0,tươi thích chấm chả_cá huế bình_dân lạnh
24334,1.0,đẹp đông rộng_rãi đẹp đa_dạng đá ổn sẵn đen dặn uống béo đựng kĩ cà_phê đậm uống món
22750,1.0,rẻ đối_diện lươn thơm nhiên địa_điểm chấp_nhận
8954,1.0,ruột gía trở_lên vỉa_hè thực chất_lượng ốc tươi tuyển toàn nấu rát thấm ốc tuyệt_cú khát_nước thấm bưu cà bơ đông kêu xào ngêu hấp
36265,1.0,ốc nhiệt_tình mát sạch ghé thử
22475,1.0,tuyệt_vời lạ chê không_thì cực đẹp sang_trọng tả_cảnh kêu thêu trứng_cá đen thượng_lưu bàn vịt kêu hành tỏi ớt nhậu bất hư_truyền phục_vụ tạm ổn trương lịch_sự tóm_lại không_đẹp không_nhà bì
40537,1.0,bình_thường cười thích phô cười thích ớt trở_nên hấp_dẫn cười đẹp thiên_nhiên chớt cười thích chăm_sóc không_đặt đợi nhắn chờ bàn phiếu bất_tiện lạc xài tốt_đẹp thích
32784,1.0,giới_thiệu tiêu_chí chú_trọng rẻ ký không_ngoại rộng_rãi đông xối tẩm ướp chiên ổn đổi rọi thử mềm kèm tệ chụp muống đa_số nấu
27819,1.0,gói đẹp rẻ
27900,1.0,hài bơi sạch_sẽ thoả bơi hoà_đồng vẽ đẹp chụp sống ảonói hợp_lí thoả học_tập mệt
43413,1.0,nhở chẳng_dở chạy tiêu_chí bún túm vớt_vát í chật_hẹp chậm_chậm bèo bèo rẻ
23712,1.0,đông ngại chụp ăn_tái quẩy đem mềm mỡ nước_lèo ổn hành không_lắm chật gửi gửi lượn
38186,1.0,tình_cờ nhắc nạm hấp_dẫn chả_ở khuyến_cáo dặn toét tô bình_thường hạ cơm_mới
12326,1.0,nếm vô_cùng vặn trộn sốt trộn sần_sật sốt bơ ngậy thơm sốt trộn ngấm thích bánh_tráng cuộn sốt cực béo thơm dậy ăn_giá
36353,1.0,mềm sốt thơm đậm mê cười
8738,1.0,building ghé đẹp chất_lượng bình_thường đỗ cực_kì rộng uống đẹp chất_lượng không_đến dở chấp_nhận phục_vụ tạm ổn không_đến hời_hợt giá_cả đắt đương_nhiên
26300,1.0,chuyên trộn đóng_gói
28873,1.0,nhẹ bảo chụp thích thích thích
28393,1.0,đẹp thử thử yên_tĩnh thưa
13411,1.0,chả_có mở_cửa khuất bàn_ghế sạch_sẽ xắn thường_xuyên lưu_ý đông
43228,1.0,biên_hoà ghé chả_biết thành kẹo nổ sốt đậm_đà nổ bình_thường siêu_thị không_đông thoải_mái
2919,1.0,tuyệt_vời nhật tuyệt_vời cá_hồi trình_bày sang_trọng giòn đậm không_của đẹp đậm cách_nhật hiện_đại chảnh nhẹn không_kém trở_lại dư giả
39255,1.0,rộng_rãi bình_dân chuyên đa_số yếu lẩu nướng ếch xào tươi thích mềm săn nướng ngại chờ
20529,1.0,ấm_cúng
21687,1.0,tadaaaaa trứng_muối rùi ngớn mềm sốt béo_ngậy khô thèm sướng tâm_thành_phố chít vô_nhân_viên tặng vani dễ_thương thử ghé lẹ
22103,1.0,nướng bánh_dẻo đậm_đà
24796,1.0,đông cười đồ_uống chuẩn ngã đối_diện thoáng cười
30486,1.0,thích ghé ghé đông xếp lộn_xộn thích thử xé cẩm hợp cẩm mềm xé vắt mặn mặn xiên gắp thích
40521,1.0,tuyệt_vời phục
796,1.0,giới_thiệu đi_lại phức_hợp tẹo dễ_thương ghê chủ_yếu donut tương_đồng khác_biệt phủ đen trắng matcha thơm mềm không_bị gắt hẳn thông_thường gọi_là donut uống kèm cân_bằng ổn thơm hợp
9693,1.0,trí dễ_thương_nhân_viên dễ_thương
12341,1.0,ghé vô_tình thé giới_thiệu hấp_dẫn ovaltine cực đẹp
35420,1.0,cực_kì nhiệt_tình đầy_đặn
9497,1.0,đậu tưởng giò_bò hụt_hẫng trông đẹp trông lụp_xụp vệ ái_ngại tạm ổn cửa_hàng không_cái ốc cắt ghê_ghê ốc điax chả_ốc không_lại
12986,1.0,nan
27223,1.0,khắc_phục nướng đợi cút lộn xào ăn_giá_cả chát mắc ghé hợp_lý không_đáng tạm ổn không_hợp khẩu_vị cộng
7491,1.0,mọc đông muộn một_chút trừ thoải_mái cầm không_bỏng review tuỳ không_bị mì_chính
30543,1.0,sạch_sẽ thoáng đối_tác
27288,1.0,bạn_bè tò_mò thử matcha thử chủ_yếu matcha thích_hợp rim lạnh nhiệt_tình
24711,1.0,thị lạnh lăn lê sạch_sẽ nhạc_dương thích smoothie chiên trốn nóng dễ_thương thoải_mái chiêu_dụ quáđúng ghé
31455,1.0,nổi_tiếng uống ấm_cúng nói_chuyện thân_thiện hình_ảnh ghiền
24979,1.0,sạch
44399,1.0,tiếc ực ực
17505,1.0,xé xào lạnh đá đắt xíu chất_lượng xé nấu dẻo thơm xé xào nếm khô không_thích ghé thử
21979,1.0,zị toàn trở_lên mỹ đông_lạnh thơm không_thơm cực tuyệt_vời gồn
8822,1.0,ruột hủ cực_kỳ đậm_đà chất_lượng ú_ụ xé cút tóp_mỡ béo béo tô đồng_tiền nhứt thân_thiện đợi đông
17165,1.0,loãng sệt ăn_ở không_nhớ nổi đậu đông trừ chật kê hịn thèm
28659,1.0,vô trái nghêu sò_lông ốc lộn luộc tắc thoáng mát hình_như mì ngập ướt đông chờ ngày_rằm
12099,1.0,cứu thèm đông bàn_ghế sạch_sẽ túi_tiền học uống matcha uống trắng uống thích không_là đành ngậm_ngùi thạch kết_hợp đúng_đắn vừa_vặn nhạt đa_dạng thử
16209,1.0,thích sốt sốt cực chả_có tươi không_hề đông lạnh sốt ngấm tuyệt_vời sốt vừa_miệng cực xào bắp_cải set ú_ụ xào bắp_cải kèm nóng thơm ngậy thèm sốt phô phômai thơm_lừng sốt quyện trông vô_cùng trộn phết trộn
19168,1.0,thử lâulựa đọc review toàn đông_lạnh mùi_vị tựa tựa ngấy hẹp mỡ không_đắt đậm_đà uống đào dâu_tằm tím ớn
36200,1.0,mát lạnh cắn thích lạnh mềm xíu mỏng liền không_ngọt ngán nóng bảo thèm tiếp thích nhata
41524,1.0,vô dốc đẹp thoáng mát tạm đồ_ăn không_rẻ oolong foam
22158,1.0,âu nêm nếm chỉnh khẩu_vị việt ổn chiên nếm bình_dân
41155,1.0,rẻ trân_châu khúc mặc_dù đậm uống thái thơm thơm thích bạch ổn bạch không_béo rùi nướng thử
9105,1.0,nhiệt_tình đậm nước_ép lựa_chọn nhăm
21339,1.0,thẳng trái lát mỏng nước_chấm đầy_đặn sạch_sẽ chẳng_hiểu đau mắm_nêm trộn hnao hứng vânc
8499,1.0,đẹp trí thập_niên chấm cộng
5399,1.0,bạch_tuộc bạch_tuộc hóng_mát sướng tự_trọng quẹo trái nóng thơm chấm thử ủng_hộ
14432,1.0,mát riêng_tư dình đồ_ăn không_thoáng mát khuyễn mãi thường_xuyên tổ_chức
41424,1.0,phen cường phục_vụ nhẹn nhậu vợ_chồng uống tốt vô vắng mặn thơm thơm nhậu gỏi khô gỏi uớt ớt khô ướt vợ_chồng dạo
28400,1.0,tâm_thành_phố trông bình_dân đúc phụ bàn lớn_tuổi xoài thích không_của cổ_kính gần_gũi giá_cả chất_lượng tốt
23789,1.0,set gói hấp_dẫn trụng trộn sốt cháy cười rẻ ưng review thèm
25764,1.0,nấu thấm ủng_hộ
35735,1.0,đóng
20701,1.0,đường_hoàng diệu thoáng mát trúng bàn_ghế hình_như hà đựng sứ trắng chất_lượng không_tương xứng nhạt không_hề hòa_quyện thử
7143,1.0,thích hùng thích ươt cục_thịt không_ngồi bình_dân đông yếu_tố xào ghé dọn
14488,1.0,hình_như phản_ánh tô bắt_mắt lạt thất_vọng
3682,1.0,thử ngoài_trời sạch_sẽ thoáng mát
33293,1.0,chụp đăng vô đẹp xíu
525,1.0,tân_thới hòa mát sang_trọng nhiệt_tình chế_biến tổ_chức chuyên_nghiệp ấm_áp tươi
22987,1.0,thích_thú tốt
22716,1.0,mưa lạnh thèm khô miếng thử ướt lợ_lợ không_thích
31416,1.0,chụp yêu
22639,1.0,văn_phòng nhạt nước_ép cộng thân_thiện chúc âm vô_cùng chào
40027,1.0,sốt bún_chả bánh_mì chả_quá lạ khô tẩm thử thử vẻ nhiệt_tình đông
20304,1.0,đà thèm thái quyết_định thử đẹp đợi sáng_sủa chiếu nóng dễ_thương chào chất_lượng ăn_gỏi sống xíu súp hơi_thiếu thơm rọi chiên bình_thường tổng_quan ổn trở_lên thích sơ_sơ
15716,1.0,hạ đa steak mỳ chiên không_kiểu không_hề vừa_mồm dậy vị_giác thích hệt châu_âu cực nhẹ_nhàng
17178,1.0,gắt hải_sản đầy_đặn chán tô
12680,1.0,nhà_hàng nhà_hàng đẹp yên_tĩnh mở_rộng
35241,1.0,whipping đợt sukem sạch_sẽ lạ_miệng í mềm đậm dừa nấu xíu
7055,1.0,tô chiên súp đặc quánh chất_lượng không_như lỏng toàn xươngnhư súp chất_lượng
15860,1.0,cà_phê sẵn đổ cà_phê chế uống buồn
42725,1.0,thèm khủng cổ thèm đành tặc_lưỡi không_vọng bê xé răm trình_bày đẹp_mắt thơm kích_thích sôi đói không_hề ngấy trừ khô giã thèm thử
25958,1.0,tạm tạm không_không dở bình_đa
10996,1.0,đổ giảm_giá thích tạm đổ đúc đổ thử đúc nêm phô nóng_hổi mỳ sốt bầm bình_thường ngán sốt steak mỹ đổi ổn_áp beefball dở tởm khẩu_vị trừ đổ cũ ổn giá_thành rẻ rẻ không_yêu
20367,1.0,ngũ_hành sơn tạm nước_lèo đậm_đà thích thơm mỳ khó_tính tiếc bát_ngát sạch_sẽ mát_mắt không_đông phục_vụ quảng
19392,1.0,tròn ghé
41363,1.0,đông_đúc kín lửng người_yêu sát tím đẹp tổng_cộng phục_vụ khắp lăng_xăng chạy không_kịp trống toàn bẩn dẹp đại chờ đá lờ yoghurt thơm không_nóng không_ngọt béo béo thơm thơm đắng tỷ_lệ đắng uống heheheh gửi úp bảo_hiểm yên mưa không_ướt thích vô_cùng không_chấm vội_vàng ủng_hộ
35762,1.0,yêu thích thích thích không_cổ cảm_giác nhẹ_nhàng lãng_mạn gần_gũi buồn chán mệt công_việc uống cà_phê thả thản bình_yên lạ cảm_giác thoải_mái thư_thái review rộng nhiệt_tình yêu chủ_động dắt thích
43059,1.0,sạch_sẽ bánh_tráng ngán hành thơm hấp_dẫn rắc đông phục_vụ cãi rẻ nhân ngập
35863,1.0,ổn
34362,1.0,xào sụn chiên nước_mắm ốc thái xào nướng nướng hải_sản bóp nướng
21536,1.0,ngã quành nương mềm thơm tẩm ướp đậm kẹp giá_cả rẻ
13295,1.0,nổi bàn_cãi không_nhỏ set trương đông trễ đẹp uống dầm lạ giòn nóng ăn_uống
22777,1.0,tuyệt trứng_muối
8080,1.0,đen thơm mềm sữa_tươi thơm
18885,1.0,hàn thèm kimbap đại ngờ hấp_dẫn thịt_nướng viên kèm
41467,1.0,vòng_vòng lạt đông kín chờ chạy vắng dè bàn hâm nhiệt_tình giúp nương sốt chấm cúng sạch_sẽ tốt nướng toàn bạch_tuộc ổn
36032,1.0,lạ tươi tô
18202,1.0,trương ghé vỉa_hè phức_tạp cảnh_quan đô_thị kêu takoyaki đào sốt mặn_mà giòn nhập chất_lượng đào uống rẻ nhiệt_tình
992,1.0,rộng_rãi ổn đông phục_vụ
35494,1.0,hợp cực thơmkhông béo nhẹ béo thơm lựa_chọn thạch dễ_thương_nhân_viên
15134,1.0,nổi_tiếng thian đổi ghé không_ăn thạch nấu tươi nhãn thích thạch thách đặc_trưng thạch độc lạ xịn mềm cợn nhuyễn thơm tổng_thể cân dễ_chịu truyền_thống đỗ đỗ giản_dị sạch_sẽ thân_thiện
28674,1.0,dịch_vụ sạch_sẽ nhiệt_tình
38704,1.0,ghé kêu cực đậm thích uống uống nguyên dễ_thương thân_thiện đáo sắm mát_mẻ sạch_sẽ tán_gẫu
37117,1.0,nan
38094,1.0,tháp đối_diện ngã ngô sơ_chế nấu mềm nêm sẵn sống hành_tây hành tiêu nóng hiền dễ_tính mặt_đường
40939,1.0,nướng nói_chuyện cháy cút nướng béo hợp bonus chôm mát lạnh giải_khát đẹp tốt chôm
18209,1.0,zhen trương rảnh review đồ_uống thích uống đặc thơm không_thích ngậy nhiệt_tình thân_thiện thoải_mái bây chương_trình đóng
29663,1.0,nghiện lăng_phạm_tử rộng_rãi không_bị hẳn móng_giò cắt hẳn rán hấp_dẫn rẻ ủng_hộ
2403,1.0,phát_hiện tấp thử gả rẻ
15942,1.0,uống chất_lượng tương_đương nhượng
27698,1.0,cực thích yên_tĩnh trông lãng_mạn yên_tĩnh thích không_nàymỗi cầm ôn quên giá_cả hợp_lí khẩu_vị trông yên_bình hòa_hợp trồng phục_vụ
10489,1.0,đn thử thử hàng_hàng lèo_tèo nướng tình_cờ ưng lập_tức rim ngập rim mềm thơm tý thích
39689,1.0,cực thích_hợp rẻ đồ_ăn chạy ngại nướng thơm thơm mắm_nêm cực không_thì trừ dập không_ăn chả_đâu kẹp kèm ôke dê
36061,1.0,uống cà_phê ăn_vặt không_quán dễ_thương thân_thiện nói_chuyện cực uống thích uống học
9791,1.0,mê tart thích bắt_gặp bám nơm_nớp nhỡ ngoài_trời dễ_chịu thích đừng sợ đắt chất_lượng tart táo sợ ngấy toàn dịu_ngọt mát thơm thơm xịn cười đắt chất_lượng ổn
32471,1.0,đẹp xếp mãi không_hết không_phụ phục_vụ
36280,1.0,yutang nghiện reviewer nghiện cuồng
2817,1.0,đẹp đối_tác ổn tuỳ phục_vụ lơ_là hoài không_chăm bấm
34673,1.0,thích nướng mềm róc nếm vừa_miệng miến nêm nếm nhiệt_tình đông không_quán
31258,1.0,nan
32013,1.0,giá_cả hợp_lí lâu_đời
30210,1.0,thích bệnh_viện bảng đông tô cảm_nhận kèm năng_lượng mãi yêu kèm sánh mặn mặn chấm chả_cá tuyệt thân_thiện một_mình kịp dọn kêu sạch không_cho dơ cười
8108,1.0,chảy
10236,1.0,tĩnh đa_dạng chổ thoải máisẽ
25805,1.0,trà uống hợp_lí tốt tiện_lợi uống hợp không_quá ổn_định matcha uống thích uống nhừ nhạt mouse loãng đặc
7563,1.0,thoảng thèm lười toàn ngày_trước bánh_ngọt không_đánh bình_thường không_muốn thử quảng_cáo rầm_rộ thử không_như mới_lạ trừ whipping
14683,1.0,sạch_sẽ bình_dân niên lẩu nấm đầy_đặn nhúng thơm nhúng béo nhậu đa_dạng thử nhúng đa_dạng nhiệt_tình
34907,1.0,đa_dạng thái gỏi vỡ vỡ nguyên pad mềm dẻo không_lắm nếm thích thơm set bình_thường đặc_sắc_đẹp tối nóng lạnh_giá_cả ổn
42608,1.0,nhẹ nhàn trái
176,1.0,app thái ởbấm rẻ chú_ý ăn_liền mặt_tiền phạm_hùng chánh hưng lộn_xộn không_tìm bất_lợi thái cơ_bản không_muốn rẻ hẳn cười_cười_cười thử thưởng_thức chế_biến hấp_dẫn vừa_miệng sánh thái review sẻ liền rẻ chế_biến ăn_giá tomyum đồ_ăn ngập_mặt khổng_lồ trừ tưa chậm đầu_tư nvthì đông
15967,1.0,kiếm ăn_uống hàng ốc hấp_dẫn ghé vô thử thử trả_lời không_nhiệt đại chụp bưng không_tiện chụp dài_dài vũng_tàu cười_cười_cười xào ốc không_nhớ dặn thơm nướng phục_vụ sò tánh sẵn tách tạm thích chấm hũ sả thơm ốc giác uống cốc vối đá mắc không_hỏi không_rõ
10318,1.0,uống đẹp bận đồ_uống mát chuẩn trải_nghiệm
33709,1.0,nan
43715,1.0,uống khoẻ tập thích
26471,1.0,nhiệt_tình dễ_thương tiếp
28020,1.0,ghé tưởng không_tưởngquán trí tâynhân_viên lịch phépcó bật lạnh run ưng chất_lượng hợp tiềnsẽ
4182,1.0,chủ_nhật trễ hết_sức nhẹ trễ thích nhiệt_tình vọng thái_độ tốt đông tốt tối tốt phục_vụ thích thích đổi dọn không_cho đụng dọn dọn tiếp đợi tươi kêu tuỳ không_đòi thử tiếc đa_dạng tươi chụp toàn nghiêm_túc ngại chụp rẻ phục_vụ hài_lòng cười
35626,1.0,mặt_trời nướng thích thích thiệt_hại tuyệt_vời chất_lượng chê mồm mềm thơm ổn thích thích
37631,1.0,thử kèm trứng ổn_định cười
26110,1.0,tira đắng đắng béo béo thích panna thích panna cân_bằng đỡ ớn panna nồng panna thèm
29427,1.0,quá_trời bánh_tráng bình_thường nhiệt_tình dễ_thương ghé ủng_hộ liền xoài
9647,1.0,review quyết_tâm thử tươi không_không chiên nóng tâm_đắc lạnh lạnh thế_này nóng ấm nhiệt_tình nhẹn vụng_về hướng_dẫn đáo cẩn_thận giá_cả liền nhiệt_tình
2348,1.0,hẹn_hò chảnh nhẹ họp ngắm thành_phố tòa nguyễn ngoài_trời thiết_kế ngắm quẩy nhẹ phê không_ồn tưng_bừng đa_phần toàn nước_ngoài dễ_thương đông tâm_sự chế biểu_diễn training tiếp_tân nhiêu ngầu không_giữ vững bàn uống phục_vụ đơ đơ thiện nước_ngoài chả_làm tách shooter gửi ngoài_lề nguyễn_nhớ trái chạy gửi vô gửi phát tiếp_tân hướng_dẫn lịch_sự ngắn lạc trôi mặc chúc đổi việt rẻ ghé thử trải_nghiệm
34357,1.0,tốt review chế_biến chân_vịt chạy không_quá chế tốt luộc trông lạ_mắt thơm bình_dân
16483,1.0,nướng đâyyy cười_cười yêu tiện thểcười thân_thiện yêu
2163,1.0,sườn bằm yêu
38656,1.0,đổi công_nhận hương_vị cực nhè_nhẹ giá_thành hẳn tập tiếp cập_nhật giá_thành không_hơi tí_xíu chật
10257,1.0,phô không_nhiều phô chú_ý tart chán chán ỉu nhạt_nhẽo khuyên không_nên
42362,1.0,quá_trời ghé tạm vù thoáng yên_tĩnh chuyên uống thử sữ chất_lượng uống không_hề đắt giới_thiệu mát tốt khở luoin ghé
21784,1.0,đổ_bể sửa_chữa quẫy đành tuởng kèm xấu ăn_chơi nhiệt_tình tạm chấp_nhận dỡ mềm
8849,1.0,ghé nhiệt_tình tươi hợp giá_cả cười_cười ghé
12080,1.0,đồ_sộ trần_phú bí_ẩn ghé vô thử bàn_ghế cũ_kĩ đường_biển cũ kỉ không_sạch tốt cộng hà yêu yêu tốt dễ_thương
8316,1.0,nướng tẩm ướp thử cảm_nhận khác_biệt
30512,1.0,di_chuyển tài_xế giới_thiệu bảo hải_sản tươi_sống tưởng thử thất_vọng quyết_định ăn_uống hài_lòng không_gần vắng thích không_yên
11128,1.0,thơm giòn nóng dĩa nhứt hoài hơm chán chấm muối_mè đâm nhuyễn lớm thơm giòn mềm_dẻo nhìu
34171,1.0,đèo thích
28485,1.0,hẳn hưởng nổi_tiếng thơm mềm sánh uống chất_lượng ghé đông chờ
14956,1.0,thử
27248,1.0,đồ_uống cúc mát bạch_tuộc trẻ cân tổ_chức chương_trình thử thứ_bảy tổ_chức thú_vị hát mời tụ_tập nhạc_nhẹ_nhàng thử gửi nhạt không_xốp quảng_cáo cointreau bảo_đảm toàn định viết chả_chụp đẹp
22994,1.0,củng sả ngonthích biết_ơn khích_lệ phục_vụ ăncó đa_dạng lạ lạ vừa_miệng hợp giá_thành hợp sả tắc ưa
33144,1.0,ấn nấu hương_vị đặc_trưng phục_vụ đông ấn
39415,1.0,uống thấybkhoong thích không_giảm không_thực ghé uống đẹp ổn toàn chạy hiển_thị đồng_giá yogurt uống
5303,1.0,đam_mê yêu bì ghê béo béo vàng bắt_mắt bỏng caramrl cộng bỏng không_thấy gắt thích vị đẫm
37785,1.0,thơm tóm_lại giá_cả
23051,1.0,đói_bụng thực_đơn hấp_dẫn ghé lạc nguyễn_thị chạy tí sạch_sẽ thoáng mát đa_dạng thơm mặn hòa_quyện
6098,1.0,tô lòi họng trộn khô khô đỏ hành đậu_phộng thành_phần tép cực sướng tép trộn cộng khô chà_bông thèm xác_nhận rẻ dzị thiệc trộn bình_thường rẻ thử thích thích bánh_tráng trộn bịch
15073,1.0,thích thích tố nhạt ngăn cười_cười_cười mắc túm ăn_câu hóng thích thích thích
1216,1.0,đói chết shipper nóng_hổi kịp_thời nhiệt_tình
21252,1.0,đường_ray điềm đông_đúc chủ_yếu đẩy đầy_đủ ngò xúc_xích giòn bánh_mì rưới sốt đậm_đà ăn_nhạt_nhẽo xếp đứng chờ
16386,1.0,xắp đu_đủ thử học phụ chật rẻ toàn mắc bánh_bèo xắp sốt lạ lạ pía nhân plan
22631,1.0,củng thích
19623,1.0,giới_thiệu nướng khuyến_mại xứn ưu_điểm vỉ thái tươi không_bị thịt_nạc sốt thơm mềm rửa tươi kèm hàn lạ_miệng nhược_điểm lợ không_thích có_lẽ ngán trộn đầy_đặn nhạt đắng thái nướng hải_sản hợp_lí đợi lập thành_viên cười
27246,1.0,tươi nấu thấm rẻ quá_xá tiện thích
13922,1.0,chậm rẻ không_rẻ
11514,1.0,xấu_xí đeo sơn_móng kỹ_thuật không_thích không_vệ cười nổi
8977,1.0,tấm_tắc đợi
13181,1.0,không_thêm tâm lưu quên
